run_id,experiment,model_name,started_at,ended_at,param_ccp_alpha,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,metric_cv_MAE,metric_cv_MAE_std,tag_phase,tag_stage,metric_MAE,metric_RMSE,metric_R2,metric_best_cv_MAE,param_bootstrap,param_n_estimators
41d9d4ba,phase4_tuning,Random Forest,2026-09-09T15:41:51.668662+00:00,2026-09-09T15:41:51.668676+00:00,,29,log2,14,31,0.3436334931118506,0.0293650626087147,phase4_tuning,cv_trial,,,,,False,137.0
53cf70c9,phase4_tuning,Random Forest,2026-09-09T15:41:51.702413+00:00,2026-09-09T15:41:51.702426+00:00,,15,log2,8,28,0.3156918214450254,0.0294443193611546,phase4_tuning,cv_trial,,,,,False,126.0
26333c9a,phase4_tuning,Random Forest,2026-09-09T15:41:51.736076+00:00,2026-09-09T15:41:51.736091+00:00,,23,,15,34,0.2870737407769204,0.0384866820658292,phase4_tuning,cv_trial,,,,,False,552.0
743ddbb4,phase4_tuning,Random Forest,2026-09-09T15:41:51.769790+00:00,2026-09-09T15:41:51.769805+00:00,,18,log2,4,36,0.3059634306154079,0.0287922290152957,phase4_tuning,cv_trial,,,,,False,291.0
98ed1402,phase4_tuning,Random Forest,2026-09-09T15:41:51.804711+00:00,2026-09-09T15:41:51.804726+00:00,,19,0.5,14,7,0.3068099939104557,0.0317041719327336,phase4_tuning,cv_trial,,,,,True,198.0
8bb43f53,phase4_tuning,Random Forest,2026-09-09T15:41:51.840149+00:00,2026-09-09T15:41:51.840165+00:00,,11,0.7,17,32,0.2950872783455699,0.0345637595995291,phase4_tuning,cv_trial,,,,,False,198.0
4ddd1dd1,phase4_tuning,Random Forest,2026-09-09T15:41:51.876157+00:00,2026-09-09T15:41:51.876173+00:00,,3,0.5,1,4,0.2945868143991217,0.0329428463413387,phase4_tuning,cv_trial,,,,,False,227.0
a5cb3a74,phase4_tuning,Random Forest,2026-09-09T15:41:51.912136+00:00,2026-09-09T15:41:51.912155+00:00,,27,sqrt,3,25,0.2753735837871574,0.0309538361916328,phase4_tuning,cv_trial,,,,,False,725.0
d6612f7b,phase4_tuning,Random Forest,2026-09-09T15:41:51.950414+00:00,2026-09-09T15:41:51.950431+00:00,,17,sqrt,10,3,0.3089608867656602,0.0301497871921081,phase4_tuning,cv_trial,,,,,False,203.0
91f66eaf,phase4_tuning,Random Forest,2026-09-09T15:41:52.018771+00:00,2026-09-09T15:41:52.018787+00:00,,24,0.7,1,2,,,phase4_tuning,best_of_search,0.1704314816206871,0.311938848814761,0.9181456555429338,0.1477229404377953,False,502.0
505a24f3,phase4_tuning,Decision Tree,2026-09-10T09:53:16.383278+00:00,2026-09-10T09:53:16.383293+00:00,0.0074908023769472,16,log2,8,22,0.3905141896568568,0.0137871275456911,phase4_tuning,cv_trial,,,,,,
15c686d7,phase4_tuning,Decision Tree,2026-09-10T09:53:19.674274+00:00,2026-09-10T09:53:19.674298+00:00,0.0031203728088487,12,log2,4,25,0.34359056530908,0.0307925102713234,phase4_tuning,cv_trial,,,,,,
17749084,phase4_tuning,Decision Tree,2026-09-10T09:53:19.852102+00:00,2026-09-10T09:53:19.852122+00:00,0.013017769458977,3,0.5,6,3,0.3245397784459017,0.0294911912037085,phase4_tuning,cv_trial,,,,,,
3affada9,phase4_tuning,Decision Tree,2026-09-10T09:53:20.043555+00:00,2026-09-10T09:53:20.043587+00:00,0.003636499344142,2,0.5,12,26,0.3476753537132175,0.0330927663592437,phase4_tuning,cv_trial,,,,,,
037332c7,phase4_tuning,Decision Tree,2026-09-10T09:53:20.228624+00:00,2026-09-10T09:53:20.228645+00:00,0.0058245828039608,11,0.5,16,16,0.3304992194399186,0.0255747112958926,phase4_tuning,cv_trial,,,,,,
5c27c609,phase4_tuning,Decision Tree,2026-09-10T09:53:20.433989+00:00,2026-09-10T09:53:20.434016+00:00,0.0091213996843407,16,0.9,19,4,0.3443676263289564,0.0331603950152316,phase4_tuning,cv_trial,,,,,,
7ab8b222,phase4_tuning,Decision Tree,2026-09-10T09:53:20.635086+00:00,2026-09-10T09:53:20.635109+00:00,0.0171988081347264,8,0.7,9,19,0.3247494141397725,0.0596916339938099,phase4_tuning,cv_trial,,,,,,
a257f020,phase4_tuning,Decision Tree,2026-09-10T09:53:21.002467+00:00,2026-09-10T09:53:21.002485+00:00,0.0189777107450666,15,sqrt,9,27,0.4019870928454023,0.0594351035863209,phase4_tuning,cv_trial,,,,,,
bfb2384e,phase4_tuning,Decision Tree,2026-09-10T09:53:21.229560+00:00,2026-09-10T09:53:21.229588+00:00,0.0019534422801276,16,0.5,7,9,0.2539362268220096,0.052050011946244,phase4_tuning,cv_trial,,,,,,
cad2564c,phase4_tuning,Decision Tree,2026-09-10T09:53:21.462576+00:00,2026-09-10T09:53:21.462605+00:00,0.0006877704223043,15,,4,5,0.1715050441104248,0.0585538011816148,phase4_tuning,cv_trial,,,,,,
10c7daa6,phase4_tuning,Decision Tree,2026-09-10T09:53:21.661012+00:00,2026-09-10T09:53:21.661039+00:00,0.0062342215217882,7,0.9,10,5,0.2896673362651465,0.0457625219016297,phase4_tuning,cv_trial,,,,,,
3dd8f716,phase4_tuning,Decision Tree,2026-09-10T09:53:21.842233+00:00,2026-09-10T09:53:21.842254+00:00,0.0036970891105105,19,sqrt,12,35,0.3659692653585322,0.0301492333633188,phase4_tuning,cv_trial,,,,,,
fbec1f17,phase4_tuning,Decision Tree,2026-09-10T09:53:22.013010+00:00,2026-09-10T09:53:22.013030+00:00,0.0079030047200362,5,0.9,16,16,0.3259695048999548,0.0370879361252004,phase4_tuning,cv_trial,,,,,,
f388c353,phase4_tuning,Decision Tree,2026-09-10T09:53:22.169094+00:00,2026-09-10T09:53:22.169120+00:00,0.0017698500410383,9,0.7,16,19,0.2874262111602124,0.0331383524593524,phase4_tuning,cv_trial,,,,,,
790c8ad5,phase4_tuning,Decision Tree,2026-09-10T09:53:22.364769+00:00,2026-09-10T09:53:22.364814+00:00,0.0107938426477815,14,,15,2,0.3456522764152144,0.0293360757843917,phase4_tuning,cv_trial,,,,,,
496cf0fd,phase4_tuning,Decision Tree,2026-09-10T09:53:22.566997+00:00,2026-09-10T09:53:22.567022+00:00,0.0003127281348238,10,,12,9,0.2783843013370868,0.0353450434767223,phase4_tuning,cv_trial,,,,,,
83a10c42,phase4_tuning,Decision Tree,2026-09-10T09:53:22.744484+00:00,2026-09-10T09:53:22.744505+00:00,0.000110442342472,12,log2,17,9,0.3623205812865278,0.0387745190664256,phase4_tuning,cv_trial,,,,,,
971b9ae8,phase4_tuning,Decision Tree,2026-09-10T09:53:22.952351+00:00,2026-09-10T09:53:22.952376+00:00,0.0145801433608197,2,log2,5,29,0.5783237404341628,0.0123926527474804,phase4_tuning,cv_trial,,,,,,
04fdb2aa,phase4_tuning,Decision Tree,2026-09-10T09:53:23.157160+00:00,2026-09-10T09:53:23.157181+00:00,0.0172620685175118,9,0.5,2,34,0.3273469514207573,0.055953532780034,phase4_tuning,cv_trial,,,,,,
b29eac70,phase4_tuning,Decision Tree,2026-09-10T09:53:23.353429+00:00,2026-09-10T09:53:23.353453+00:00,0.0012711670057204,6,log2,12,23,0.3972568038913205,0.0437094910257625,phase4_tuning,cv_trial,,,,,,
09df15b9,phase4_tuning,Decision Tree,2026-09-10T09:53:23.559016+00:00,2026-09-10T09:53:23.559045+00:00,0.0177442548515265,2,log2,5,15,0.5783237404341628,0.0123926527474804,phase4_tuning,cv_trial,,,,,,
961e8d44,phase4_tuning,Decision Tree,2026-09-10T09:53:23.728702+00:00,2026-09-10T09:53:23.728729+00:00,0.0169782764853216,6,sqrt,14,28,0.4330588056803123,0.0409887457105693,phase4_tuning,cv_trial,,,,,,
28554622,phase4_tuning,Decision Tree,2026-09-10T09:53:23.893791+00:00,2026-09-10T09:53:23.893811+00:00,0.0104546565876398,16,sqrt,10,14,0.3667555089327766,0.0571204593713746,phase4_tuning,cv_trial,,,,,,
2d585bc9,phase4_tuning,Decision Tree,2026-09-10T09:53:24.075696+00:00,2026-09-10T09:53:24.075716+00:00,0.0040343840467079,8,,4,31,0.2351540151732329,0.0370595048226071,phase4_tuning,cv_trial,,,,,,
4f0a097a,phase4_tuning,Decision Tree,2026-09-10T09:53:24.327851+00:00,2026-09-10T09:53:24.327877+00:00,0.0027866290881175,8,0.7,15,30,0.2982905130149229,0.0275078356796604,phase4_tuning,cv_trial,,,,,,
5a7f58bc,phase4_tuning,Decision Tree,2026-09-10T09:53:24.520682+00:00,2026-09-10T09:53:24.520718+00:00,0.0045759633098324,8,log2,19,23,0.381964933474283,0.033293111125711,phase4_tuning,cv_trial,,,,,,
a0c4a52c,phase4_tuning,Decision Tree,2026-09-10T09:53:24.716270+00:00,2026-09-10T09:53:24.716296+00:00,0.0176093567803051,11,0.7,6,29,0.2996385860091247,0.0408746772332257,phase4_tuning,cv_trial,,,,,,
8418688c,phase4_tuning,Decision Tree,2026-09-10T09:53:24.876778+00:00,2026-09-10T09:53:24.876805+00:00,0.0160734415379822,13,0.5,11,29,0.3268057715616414,0.0361698946031143,phase4_tuning,cv_trial,,,,,,
1aa897ba,phase4_tuning,Decision Tree,2026-09-10T09:53:25.034685+00:00,2026-09-10T09:53:25.034708+00:00,0.0071259567615394,2,,13,4,0.3049568009685879,0.0257559107997499,phase4_tuning,cv_trial,,,,,,
0dd37822,phase4_tuning,Decision Tree,2026-09-10T09:53:25.209898+00:00,2026-09-10T09:53:25.209923+00:00,0.0001390426106238,9,log2,9,38,0.3623534466934549,0.0570170091367366,phase4_tuning,cv_trial,,,,,,
0baf2301,phase4_tuning,Decision Tree,2026-09-10T09:53:25.371595+00:00,2026-09-10T09:53:25.371616+00:00,0.0138487206578054,11,0.5,15,33,0.3287412161916019,0.0414554074722656,phase4_tuning,cv_trial,,,,,,
5e7d8cbe,phase4_tuning,Decision Tree,2026-09-10T09:53:25.538977+00:00,2026-09-10T09:53:25.539013+00:00,0.0103758124348673,10,0.5,17,13,0.3293542711672931,0.0352404520368029,phase4_tuning,cv_trial,,,,,,
993c5080,phase4_tuning,Decision Tree,2026-09-10T09:53:25.703548+00:00,2026-09-10T09:53:25.703570+00:00,0.0050356459165072,3,log2,17,38,0.4670815809966468,0.0518939277949853,phase4_tuning,cv_trial,,,,,,
e612992a,phase4_tuning,Decision Tree,2026-09-10T09:53:25.862749+00:00,2026-09-10T09:53:25.862770+00:00,0.0056968098875493,18,log2,17,3,0.3717929986771569,0.0275958987731366,phase4_tuning,cv_trial,,,,,,
e5bd206f,phase4_tuning,Decision Tree,2026-09-10T09:53:26.035502+00:00,2026-09-10T09:53:26.035531+00:00,0.0100535804645772,6,,1,20,0.3030525307581183,0.0292771945258322,phase4_tuning,cv_trial,,,,,,
ce0f3214,phase4_tuning,Decision Tree,2026-09-10T09:53:26.211832+00:00,2026-09-10T09:53:26.211854+00:00,0.0136141090310953,13,sqrt,6,33,0.361104448733366,0.0349510422744814,phase4_tuning,cv_trial,,,,,,
9360e25f,phase4_tuning,Decision Tree,2026-09-10T09:53:26.366709+00:00,2026-09-10T09:53:26.366742+00:00,0.0118539344775878,12,log2,17,39,0.388429584287717,0.0377581573604019,phase4_tuning,cv_trial,,,,,,
e535a7ea,phase4_tuning,Decision Tree,2026-09-10T09:53:26.512243+00:00,2026-09-10T09:53:26.512265+00:00,0.007355662654385,3,0.9,11,17,0.3364148392979881,0.0307383923759634,phase4_tuning,cv_trial,,,,,,
327d1c27,phase4_tuning,Decision Tree,2026-09-10T09:53:26.687833+00:00,2026-09-10T09:53:26.687855+00:00,0.0167060499117847,7,0.7,3,21,0.3220278586695471,0.0441843125391144,phase4_tuning,cv_trial,,,,,,
7a1ae74b,phase4_tuning,Decision Tree,2026-09-10T09:53:26.847343+00:00,2026-09-10T09:53:26.847370+00:00,0.0065191781040376,5,log2,3,20,0.3611905707947233,0.0318988161308766,phase4_tuning,cv_trial,,,,,,
ec1170be,phase4_tuning,Decision Tree,2026-09-10T09:53:27.001079+00:00,2026-09-10T09:53:27.001099+00:00,0.0069733197458345,8,0.5,9,34,0.3235127678814739,0.0249327713136379,phase4_tuning,cv_trial,,,,,,
f7d18687,phase4_tuning,Decision Tree,2026-09-10T09:53:27.169554+00:00,2026-09-10T09:53:27.169572+00:00,0.0079514404217504,8,sqrt,8,2,0.3547723141411932,0.0633175137444909,phase4_tuning,cv_trial,,,,,,
3e13906f,phase4_tuning,Decision Tree,2026-09-10T09:53:27.381534+00:00,2026-09-10T09:53:27.381554+00:00,0.0135138023407856,19,0.9,10,36,0.3301614084022433,0.0308339745266821,phase4_tuning,cv_trial,,,,,,
0cb46bfd,phase4_tuning,Decision Tree,2026-09-10T09:53:27.537235+00:00,2026-09-10T09:53:27.537261+00:00,0.0045710004359459,17,sqrt,16,3,0.3802344312840833,0.0331416394296712,phase4_tuning,cv_trial,,,,,,
498dd131,phase4_tuning,Decision Tree,2026-09-10T09:53:27.705610+00:00,2026-09-10T09:53:27.705632+00:00,0.0199250739951584,13,0.7,5,33,0.320678900770267,0.0239213905642628,phase4_tuning,cv_trial,,,,,,
d0c06ac0,phase4_tuning,Decision Tree,2026-09-10T09:53:27.866059+00:00,2026-09-10T09:53:27.866086+00:00,0.0126620291454653,10,,3,20,0.3080354680983702,0.0343905741497243,phase4_tuning,cv_trial,,,,,,
25fd51ce,phase4_tuning,Decision Tree,2026-09-10T09:53:28.063422+00:00,2026-09-10T09:53:28.063446+00:00,0.0145191135774047,4,0.5,1,25,0.3107821810038305,0.0241712581167252,phase4_tuning,cv_trial,,,,,,
cbd14411,phase4_tuning,Decision Tree,2026-09-10T09:53:28.253610+00:00,2026-09-10T09:53:28.253632+00:00,0.0170185689753502,18,0.5,6,21,0.3302651611293788,0.0619036456846292,phase4_tuning,cv_trial,,,,,,
581406b9,phase4_tuning,Decision Tree,2026-09-10T09:53:28.427327+00:00,2026-09-10T09:53:28.427356+00:00,0.011613732428729,17,0.9,3,26,0.3026136635701603,0.0395988180221326,phase4_tuning,cv_trial,,,,,,
9ba62844,phase4_tuning,Decision Tree,2026-09-10T09:53:28.594367+00:00,2026-09-10T09:53:28.594392+00:00,0.0001012316769243,15,sqrt,2,36,0.290674851047541,0.0520014914788768,phase4_tuning,cv_trial,,,,,,
aaa5991e,phase4_tuning,Decision Tree,2026-09-10T09:53:28.791699+00:00,2026-09-10T09:53:28.791726+00:00,0.013039225190052,10,0.5,1,5,0.3207659904602433,0.0454645286669755,phase4_tuning,cv_trial,,,,,,
f44288da,phase4_tuning,Decision Tree,2026-09-10T09:53:29.000824+00:00,2026-09-10T09:53:29.000851+00:00,0.004744981749936,17,0.5,8,8,0.3011155024368957,0.0396303586861864,phase4_tuning,cv_trial,,,,,,
f357f2a1,phase4_tuning,Decision Tree,2026-09-10T09:53:29.215230+00:00,2026-09-10T09:53:29.215252+00:00,0.0144187984850425,2,0.5,19,23,0.3476753537132175,0.0330927663592437,phase4_tuning,cv_trial,,,,,,
23ae3d20,phase4_tuning,Decision Tree,2026-09-10T09:53:29.413813+00:00,2026-09-10T09:53:29.413833+00:00,0.0053040473536345,15,0.9,6,39,0.2600059187123854,0.0522431860130627,phase4_tuning,cv_trial,,,,,,
95f7a840,phase4_tuning,Decision Tree,2026-09-10T09:53:29.579052+00:00,2026-09-10T09:53:29.579078+00:00,0.0078619544933352,9,log2,2,22,0.3905284860779333,0.0398557346919715,phase4_tuning,cv_trial,,,,,,
c9a53cf0,phase4_tuning,Decision Tree,2026-09-10T09:53:29.737181+00:00,2026-09-10T09:53:29.737203+00:00,0.0100527418621038,16,,5,20,0.3018019295075169,0.0311870263871542,phase4_tuning,cv_trial,,,,,,
c21e2f5d,phase4_tuning,Decision Tree,2026-09-10T09:53:29.967066+00:00,2026-09-10T09:53:29.967093+00:00,0.0114400839841836,18,,12,29,0.3430298075955625,0.0270009227752594,phase4_tuning,cv_trial,,,,,,
a9010b29,phase4_tuning,Decision Tree,2026-09-10T09:53:30.161042+00:00,2026-09-10T09:53:30.161072+00:00,0.0093988902798188,15,0.7,6,36,0.3134272203705152,0.022380101098512,phase4_tuning,cv_trial,,,,,,
116d88ca,phase4_tuning,Decision Tree,2026-09-10T09:53:30.375265+00:00,2026-09-10T09:53:30.375289+00:00,0.0149543754779482,6,0.7,17,32,0.3093939475998602,0.029508366154487,phase4_tuning,cv_trial,,,,,,
edd25c0a,phase4_tuning,Decision Tree,2026-09-10T09:53:30.569147+00:00,2026-09-10T09:53:30.569173+00:00,0.019272399541785,2,0.5,1,4,0.3476753537132175,0.0330927663592437,phase4_tuning,cv_trial,,,,,,
a19e62d0,phase4_tuning,Decision Tree,2026-09-10T09:53:30.752130+00:00,2026-09-10T09:53:30.752163+00:00,0.0006877704223043,15,,4,5,,,phase4_tuning,best_of_search,0.216980976920992,0.3889235358064076,0.872757774823095,0.1715050441104248,,
aaf47cd5,phase4_tuning,Random Forest,2026-09-10T09:55:29.062550+00:00,2026-09-10T09:55:29.062570+00:00,,22,0.7,15,9,0.3011397615449769,0.0361062875768487,phase4_tuning,cv_trial,,,,,True,120.0
d4858a70,phase4_tuning,Random Forest,2026-09-10T09:55:29.243815+00:00,2026-09-10T09:55:29.243835+00:00,,28,log2,11,12,0.354638485479937,0.0272934082253559,phase4_tuning,cv_trial,,,,,True,187.0
eba9ed98,phase4_tuning,Random Forest,2026-09-10T09:55:29.407899+00:00,2026-09-10T09:55:29.407920+00:00,,6,log2,2,25,0.3195519106887214,0.0281876676534565,phase4_tuning,cv_trial,,,,,True,591.0
6345f112,phase4_tuning,Random Forest,2026-09-10T09:55:29.569250+00:00,2026-09-10T09:55:29.569277+00:00,,8,sqrt,1,13,0.2376985589845476,0.0317897099718377,phase4_tuning,cv_trial,,,,,False,413.0
734d58bc,phase4_tuning,Random Forest,2026-09-10T09:55:29.736051+00:00,2026-09-10T09:55:29.736079+00:00,,14,,17,28,0.2924502813533692,0.037410771623539,phase4_tuning,cv_trial,,,,,False,158.0
1d6cbfea,phase4_tuning,Random Forest,2026-09-10T09:55:29.916076+00:00,2026-09-10T09:55:29.916098+00:00,,12,0.5,16,16,0.3105207226199987,0.0328812878269367,phase4_tuning,cv_trial,,,,,True,289.0
8c942fb9,phase4_tuning,Random Forest,2026-09-10T09:55:30.083382+00:00,2026-09-10T09:55:30.083408+00:00,,17,log2,12,4,0.329403113893466,0.0288851525433848,phase4_tuning,cv_trial,,,,,False,584.0
5ef2bcf2,phase4_tuning,Random Forest,2026-09-10T09:55:30.244196+00:00,2026-09-10T09:55:30.244239+00:00,,9,0.7,9,19,0.2824043574496774,0.0355651661994302,phase4_tuning,cv_trial,,,,,True,487.0
e0f4406d,phase4_tuning,Random Forest,2026-09-10T09:55:30.535476+00:00,2026-09-10T09:55:30.535497+00:00,,16,sqrt,9,27,0.3336301637514632,0.0294277917787227,phase4_tuning,cv_trial,,,,,True,664.0
0cfe9433,phase4_tuning,Random Forest,2026-09-10T09:55:30.715116+00:00,2026-09-10T09:55:30.715137+00:00,,22,0.5,15,8,0.2959104449624664,0.0312397086852301,phase4_tuning,cv_trial,,,,,False,527.0
87bb737a,phase4_tuning,Random Forest,2026-09-10T09:55:30.906782+00:00,2026-09-10T09:55:30.906815+00:00,,10,log2,14,18,0.3799174700454631,0.0299835171557429,phase4_tuning,cv_trial,,,,,True,661.0
bf0bb2db,phase4_tuning,Random Forest,2026-09-10T09:55:31.100236+00:00,2026-09-10T09:55:31.100266+00:00,,6,sqrt,6,5,0.2874851742055668,0.0295172232113008,phase4_tuning,cv_trial,,,,,False,576.0
1a65aa1c,phase4_tuning,Random Forest,2026-09-10T09:55:31.281699+00:00,2026-09-10T09:55:31.281728+00:00,,20,sqrt,12,35,0.3553315533784904,0.0296009041668166,phase4_tuning,cv_trial,,,,,True,301.0
b406e44d,phase4_tuning,Random Forest,2026-09-10T09:55:31.491026+00:00,2026-09-10T09:55:31.491044+00:00,,6,0.5,8,22,0.2594052939065498,0.0375568757783826,phase4_tuning,cv_trial,,,,,False,437.0
cfb41f81,phase4_tuning,Random Forest,2026-09-10T09:55:31.687517+00:00,2026-09-10T09:55:31.687550+00:00,,23,sqrt,13,30,0.3583702859803396,0.0325060854831773,phase4_tuning,cv_trial,,,,,True,114.0
439d35a8,phase4_tuning,Random Forest,2026-09-10T09:55:31.877626+00:00,2026-09-10T09:55:31.877659+00:00,,3,,7,10,0.2958430373828983,0.0339682503864461,phase4_tuning,cv_trial,,,,,True,443.0
b1c2d07a,phase4_tuning,Random Forest,2026-09-10T09:55:32.110312+00:00,2026-09-10T09:55:32.110339+00:00,,14,log2,19,18,0.4108066631271826,0.0336488055332234,phase4_tuning,cv_trial,,,,,True,491.0
75f7f410,phase4_tuning,Random Forest,2026-09-10T09:55:32.298287+00:00,2026-09-10T09:55:32.298302+00:00,,5,,5,29,0.2600952705870276,0.038136408743248,phase4_tuning,cv_trial,,,,,True,234.0
35543712,phase4_tuning,Random Forest,2026-09-10T09:55:32.493040+00:00,2026-09-10T09:55:32.493060+00:00,,10,0.5,2,34,0.2720829623194256,0.0329786576380151,phase4_tuning,cv_trial,,,,,True,147.0
c8c94bb5,phase4_tuning,Random Forest,2026-09-10T09:55:32.687423+00:00,2026-09-10T09:55:32.687449+00:00,,25,0.7,3,23,0.2472210174768148,0.0382723077144511,phase4_tuning,cv_trial,,,,,True,646.0
42b661e7,phase4_tuning,Random Forest,2026-09-10T09:55:32.849666+00:00,2026-09-10T09:55:32.849693+00:00,,5,0.7,15,15,0.301377540351198,0.0351817318186816,phase4_tuning,cv_trial,,,,,True,742.0
8fc1aca5,phase4_tuning,Random Forest,2026-09-10T09:55:33.028254+00:00,2026-09-10T09:55:33.028278+00:00,,7,sqrt,14,28,0.3563111687134391,0.0301476797617531,phase4_tuning,cv_trial,,,,,True,492.0
d2deb95c,phase4_tuning,Random Forest,2026-09-10T09:55:33.187843+00:00,2026-09-10T09:55:33.187863+00:00,,17,sqrt,10,14,0.3343037184623993,0.0305680807506748,phase4_tuning,cv_trial,,,,,True,790.0
574d4828,phase4_tuning,Random Forest,2026-09-10T09:55:33.349210+00:00,2026-09-10T09:55:33.349237+00:00,,9,,4,31,0.2541749251322391,0.0385758284585469,phase4_tuning,cv_trial,,,,,True,584.0
50de9296,phase4_tuning,Random Forest,2026-09-10T09:55:33.532111+00:00,2026-09-10T09:55:33.532125+00:00,,9,0.7,15,30,0.3013995995195088,0.0361687626141373,phase4_tuning,cv_trial,,,,,True,135.0
5088ec72,phase4_tuning,Random Forest,2026-09-10T09:55:33.707816+00:00,2026-09-10T09:55:33.707850+00:00,,9,log2,19,23,0.4086758471848101,0.0334088832492871,phase4_tuning,cv_trial,,,,,True,677.0
633a5bb0,phase4_tuning,Random Forest,2026-09-10T09:55:33.865415+00:00,2026-09-10T09:55:33.865436+00:00,,15,,6,29,0.2288029967520243,0.04073680180382,phase4_tuning,cv_trial,,,,,False,127.0
3c91bc14,phase4_tuning,Random Forest,2026-09-10T09:55:34.095125+00:00,2026-09-10T09:55:34.095147+00:00,,14,0.5,11,29,0.2830397186188821,0.0359926083818663,phase4_tuning,cv_trial,,,,,False,572.0
389e186e,phase4_tuning,Random Forest,2026-09-10T09:55:34.286602+00:00,2026-09-10T09:55:34.286634+00:00,,3,,13,4,0.315913652368056,0.0304147951632032,phase4_tuning,cv_trial,,,,,True,458.0
ad5b091e,phase4_tuning,Random Forest,2026-09-10T09:55:34.470678+00:00,2026-09-10T09:55:34.470711+00:00,,10,log2,9,38,0.3286509384712254,0.0300655277925684,phase4_tuning,cv_trial,,,,,False,324.0
66b86b83,phase4_tuning,Random Forest,2026-09-10T09:55:34.675999+00:00,2026-09-10T09:55:34.676022+00:00,,12,0.5,15,33,0.3094431926491549,0.0329190350552214,phase4_tuning,cv_trial,,,,,True,707.0
69d84439,phase4_tuning,Random Forest,2026-09-10T09:55:34.847159+00:00,2026-09-10T09:55:34.847181+00:00,,11,0.5,17,13,0.3024117934533311,0.031053715758599,phase4_tuning,cv_trial,,,,,False,609.0
6983374a,phase4_tuning,Random Forest,2026-09-10T09:55:35.012677+00:00,2026-09-10T09:55:35.012704+00:00,,4,log2,17,38,0.4025538979469852,0.0333746451080924,phase4_tuning,cv_trial,,,,,True,724.0
aa78e9d9,phase4_tuning,Random Forest,2026-09-10T09:55:35.206555+00:00,2026-09-10T09:55:35.206625+00:00,,19,log2,17,3,0.3601536690861455,0.0299571819500346,phase4_tuning,cv_trial,,,,,False,741.0
a44b872b,phase4_tuning,Random Forest,2026-09-10T09:55:35.406991+00:00,2026-09-10T09:55:35.407007+00:00,,24,0.7,1,2,0.1477229404377953,0.0464697836668406,phase4_tuning,cv_trial,,,,,False,502.0
792e5931,phase4_tuning,Random Forest,2026-09-10T09:55:35.587829+00:00,2026-09-10T09:55:35.587859+00:00,,4,0.7,12,27,0.2973224096401609,0.0311710788376431,phase4_tuning,cv_trial,,,,,False,771.0
9725538b,phase4_tuning,Random Forest,2026-09-10T09:55:35.817543+00:00,2026-09-10T09:55:35.817565+00:00,,25,0.5,11,18,0.2777031840316124,0.0365437362480353,phase4_tuning,cv_trial,,,,,False,393.0
7b7c27c7,phase4_tuning,Random Forest,2026-09-10T09:55:35.993482+00:00,2026-09-10T09:55:35.993504+00:00,,7,0.5,2,7,0.1817445433255238,0.0406251289791314,phase4_tuning,cv_trial,,,,,False,610.0
7fd1ae84,phase4_tuning,Random Forest,2026-09-10T09:55:36.151292+00:00,2026-09-10T09:55:36.151311+00:00,,18,,9,7,0.253237320823927,0.04950641330472,phase4_tuning,cv_trial,,,,,False,563.0
06f55f10,phase4_tuning,Random Forest,2026-09-10T09:55:36.297903+00:00,2026-09-10T09:55:36.297921+00:00,,5,0.5,4,20,0.2631558672553389,0.0333783488031875,phase4_tuning,cv_trial,,,,,True,445.0
dfba5e7c,phase4_tuning,Random Forest,2026-09-10T09:55:36.449487+00:00,2026-09-10T09:55:36.449504+00:00,,21,0.5,7,34,0.2937536214126194,0.0339940335783062,phase4_tuning,cv_trial,,,,,True,739.0
217b566f,phase4_tuning,Random Forest,2026-09-10T09:55:36.596816+00:00,2026-09-10T09:55:36.596841+00:00,,20,,11,29,0.2914152455245583,0.0392181086692003,phase4_tuning,cv_trial,,,,,True,572.0
069a7ffe,phase4_tuning,Random Forest,2026-09-10T09:55:36.755648+00:00,2026-09-10T09:55:36.755677+00:00,,25,sqrt,3,8,0.2245913590250109,0.0352970063529685,phase4_tuning,cv_trial,,,,,False,243.0
82b08aae,phase4_tuning,Random Forest,2026-09-10T09:55:36.938334+00:00,2026-09-10T09:55:36.938360+00:00,,18,,17,3,0.2925368087733249,0.0374291575197487,phase4_tuning,cv_trial,,,,,False,403.0
cbf6b8d2,phase4_tuning,Random Forest,2026-09-10T09:55:37.097599+00:00,2026-09-10T09:55:37.097620+00:00,,14,0.7,5,33,0.2460558719883901,0.0372879525853599,phase4_tuning,cv_trial,,,,,False,108.0
dc136e65,phase4_tuning,Random Forest,2026-09-10T09:55:37.281305+00:00,2026-09-10T09:55:37.281332+00:00,,5,log2,16,17,0.3963899153151892,0.0320745358367162,phase4_tuning,cv_trial,,,,,True,230.0
a3a93044,phase4_tuning,Random Forest,2026-09-10T09:55:37.477608+00:00,2026-09-10T09:55:37.477628+00:00,,26,,11,9,0.2675501560567577,0.0460378561135682,phase4_tuning,cv_trial,,,,,False,519.0
58598349,phase4_tuning,Random Forest,2026-09-10T09:55:37.660361+00:00,2026-09-10T09:55:37.660381+00:00,,10,0.5,3,26,0.2340619308234846,0.0411971683305848,phase4_tuning,cv_trial,,,,,False,198.0
